1,65.78540200765505,25.73,61,92.5,59.47021635240255,51.06,0,92.5
2,66.02788849984694,25.82,60,42.5,64.7779202078645,55.62,14,92.5
3,66.21937833304321,25.91,59,42.5,67.80739735506394,58.39,31,49.49
4,66.45159535195562,26,60,42.5,56.05494435992105,48.27,30,52.49
5,66.67630760144682,26.09,57,42.5,58.622978050859864,50.48,30,52.49
6,66.91716713579389,26.18,60,42.5,60.92334235196007,52.46,31,49.49
7,67.1551230416058,26.27,60,42.5,63.26207885930233,54.48,31,49.49
8,67.36790502781788,26.36,60,42.5,65.57566519937578,56.47,30,52.49
9,67.58814665859866,26.44,58,42.5,67.76265246316795,58.52,30,52.49
10,91.53096091800334,25.65,61,42.5,56.79134384738438,49.05,30,52.49
11,91.06016562708228,25.75,57,42.5,59.003172759414646,50.96,31,49.49
12,91.3750278012394,25.84,60,42.5,86.48344780142371,126.45,31,49.49
13,90.93487000208837,25.93,57,42.5,73.34846112279772,125.72,26,64.49
14,91.21105873992354,26.01,61,42.5,63.004632484761395,102.26,27,61.49
15,91.46188090526202,26.08,58,42.5,64.28203148578969,104.34,31,49.49
16,91.78284202883123,26.17,60,42.5,83.67522596950198,173.69,30,52.49
17,91.35192920143099,26.26,61,42.5,79.69242161567715,165.45,27,61.49
18,91.67814535641709,26.36,54,42.5,85.33089516864389,210.3,28,58.49
19,91.9952791266769,26.45,53,42.5,91.27359818032144,245.06,29,55.49
20,88.40670631710648,25.89,57,42.5,93.14821430386725,270.89,28,58.49
21,88.00598247063994,25.98,55,42.5,69.42639290042565,173.3,30,52.49
22,88.24689540590695,26.05,51,42.5,70.28092081971803,175.43,30,52.49
23,88.50338736825695,26.13,57,42.5,69.88006777918055,174.43,30,52.49
24,88.83921516434089,26.23,61,42.5,70.73985080507607,176.58,31,49.49
25,88.43120718391269,26.31,57,42.5,72.12439540636349,180.03,30,52.49
26,88.72384819104482,26.4,57,42.5,69.44091952485262,173.33,30,52.49
27,89.00012533448299,26.49,49,42.5,70.2130234326735,175.26,30,52.49
28,89.75142203489258,26.02,49,42.5,72.18536406145415,180.19,31,49.49
29,90.03967166359408,26.11,60,42.5,72.87923594740955,181.92,30,52.49
30,90.36837807656923,26.2,46,42.5,73.54215604626772,183.57,31,49.49
31,90.68795359559209,26.3,43,42.5,69.36212187911691,173.14,31,49.49
32,90.99042616607208,26.39,62,42.5,71.39096955912191,178.21,29,55.49
33,91.21973350707444,26.45,53,42.5,72.05244663846575,179.86,30,52.49
34,91.52604652291562,26.54,49,42.5,69.97552546675371,174.67,31,49.49
35,91.83055432555366,26.63,52,42.5,74.39573844623449,185.71,30,52.49
36,92.11818332056546,26.72,61,42.5,71.35456085579729,178.12,30,52.49
37,92.66476782475894,26.23,53,42.5,71.77563349497593,179.17,31,49.49
38,92.99630409389515,26.32,57,42.5,72.50990667504944,181,31,49.49
39,92.50742075268383,26.4,60,42.5,73.25770208309194,182.87,30,52.49
40,92.870844615775,26.51,61,42.5,74.01089680593162,184.75,31,49.49
41,92.42787640565732,26.6,57,42.5,75.40219731332614,188.23,29,55.49
42,92.75778201896205,26.69,57,42.5,71.01415521280559,177.27,32,46.49
43,93.02566689733155,26.77,57,42.5,72.6261788987693,181.3,31,49.49
44,93.29453918389136,26.85,53,42.5,73.41906019961499,183.28,31,49.49
45,93.13072909407178,26.37,58,42.5,83.14319574752135,173.03,31,49.49
46,93.47954706835463,26.47,53,42.5,84.14341795609697,175.11,30,52.49
47,93.0392130991586,26.56,42,42.5,85.70557342569953,178.36,30,52.49
48,93.35461981636317,26.65,60,42.5,86.7591792483533,180.56,30,52.49
49,93.67027816319846,26.75,58,42.5,87.82847108170579,182.79,31,49.49
50,93.29041487081531,26.86,54,42.5,82.77983991200648,172.28,31,49.49
51,93.66245802607662,26.97,34,42.5,83.88263979894667,174.58,30,52.49
52,93.80052894036865,27.05,45,42.5,85.00587315111673,176.91,30,52.49
53,93.85626743295377,26.59,45,42.5,86.13834537626676,179.27,30,52.49
54,93.3932436726126,26.68,49,42.5,87.27665203563781,181.64,31,49.49
